,0
7491,7009:  The Final Joust
7492,7029:  Skeleton Ship Attack
7493,7036:  Dwarves' Mine
7494,7090:  Crossbow Attack
7495,7091:  Knight's Catapult Defense
7496,7092:  Skeletons' Prison Carriage
7497,7093:  Skeleton Tower
7498,7094:  King's Castle Siege
7499,7172:  Banana
7500,7173:  Pear
7501,7174:  Apple
7502,7175:  Grapes
7503,7176:  Watermelon
7504,7177:  Orange
7505,7178:  Chef
7506,7452:  Le Mans
7507,7453:  Off Road
7508,7580:  The Skating Princess
7509,7581:  Winter Royal Stables
7510,7582:  Royal Summer Palace
7511,7600:  Advent Calendar
7512,7654:  Droids Battle Pack
7513,7655:  Clone Troopers Battle Pack
7514,7656:  General Grievous Starfighter
7515,7657:  AT-ST
7516,7658:  Y-wing Fighter
7517,7659:  Imperial Landing Craft
7518,7660:  Naboo N-1 Starfighter with Vulture Droid
7519,7661:  Jedi Starfighter with Hyperdrive Booster Ring
7520,7662:  Trade Federation MTT
7521,7663:  Sith Infiltrator
7522,7664:  TIE Crawler
7523,7665:  Republic Cruiser
7524,7666:  Hoth Rebel Base
7525,7690:  MB-01 Eagle Command Base
7526,7691:  ETX Alien Mothership Assault 
7527,7692:  MX-71 Recon Dropship 
7528,7693:  ETX Alien Strike
7529,7694:  MT-31 Trike 
7530,7695:  MX-11 Astro Fighter 
7531,7697:  MT-51 Claw-Tank Ambush
7532,7699:  MT-101 Armoured Drilling Unit
7533,7714:  Golden Guardian
7534,7721:  Combat Crawler X2
7535,7770:  Deep Sea Treasure Hunter
7536,7771:  Angler Ambush
7537,7772:  Lobster Strike
7538,7773:  Tiger Shark Attack
7539,7774:  Crab Crusher
7540,7775:  Aquabase Invasion
7541,7776:  The Shipwreck
7542,7786:  The Batcopter: The Chase for Scarecrow
7543,7787:  The Bat-Tank: The Riddler and Bane's Hideout
7544,7871:  Whale
7545,7872:  Lion
7546,7873:  Aeroplane Set
7547,7875:  Backhoe
7548,7876:  Cement Truck
7549,7906:  Fireboat
7550,7907:  City Advent Calendar
7551,7942:  Off-Road Fire Rescue
7552,7944:  Fire Hovercraft
7553,7945:  Fire Station
7554,7990:  Cement Mixer
7555,7991:  Recycle Truck
7556,7992:  Container Stacker
7557,7993:  Service Station
7558,7994:  LEGO City Harbour
7559,7996:  Train Rail Crossing
7560,7997:  Train Station
7561,7998:  Heavy Hauler
7562,8100:  Cyclone Defender
7563,8101:  Claw Crusher
7564,8102:  Blade Titan
7565,8103:  Sky Guardian
7566,8104:  Shadow Crawler
7567,8105:  Iron Condor
7568,8106:  Aero Booster
7569,8107:  Fight for the Golden Tower
7570,8108:  Mobile Devastator
7571,8130:  Terrain Crusher
7572,8131:  Raceway Rider
7573,8132:  Night Driver
7574,8133:  Rally Runner
7575,8134:  Night Crusher
7576,8135:  Bridge Chase
7577,8136:  Fire Crusher
7578,8137:  Booster Beast
7579,8138:  Phantom Crasher
7580,8139:  Night Blazer
7581,8140:  Tow Trasher
7582,8141:  Off Road Power
7583,8142:  Ferrari 248 F1 1:24
7584,8143:  Ferrari F430 Challenge 1:17
7585,8144:  Ferrari 248 F1 Team (Michael Schumacher Edition)
7586,8144:  Ferrari F1 Team (Kimi Räikkönen Edition)
7587,8145:  Ferrari 599 GTB Fiorano 1:10
7588,8146:  Nitro Muscle
7589,8147:  Bullet Run
7590,8270:  Rough Terrain Crane
7591,8271:  Wheel Loader
7592,8272:  Snowmobile
7593,8273:  Off Road Truck
7594,8274:  Combine Harvester
7595,8275:  Motorized Bulldozer
7596,8910:  Toa Kongu
7597,8911:  Toa Jaller
7598,8912:  Toa Hewkii
7599,8913:  Toa Nuparu
7600,8914:  Toa Hahli
7601,8915:  Toa Matoro
7602,8916:  Takadox
7603,8917:  Kalmah
7604,8918:  Carapar
7605,8919:  Mantax
7606,8920:  Ehlek
7607,8921:  Pridak
7608,8922:  Gadunka
7609,8923:  Hydraxon
7610,8924:  Maxilos and Spinax
7611,8925:  Barraki Deepsea Patrol 
7612,8926:  Toa Undersea Attack 
7613,8927:  Toa Terrain Crawler 
7614,8929:  Defilak
7615,8930:  Dekar
7616,8931:  Thulox
7617,8932:  Morak
7618,8934:  Squid Ammo
7619,8935:  Nocturn
7620,8939:  Lesovikk
7621,8940:  Karzahni
7622,9001:  Medium Storage Bin
7623,9027:  Duplo Bulk Set
7624,9213:  Dinosaurs Set
7625,9214:  Wild Animals Set
7626,9222:  World People Set
7627,9225:  Playhouse Set
7628,9226:  Hospital Set
7629,9227:  Farm Set
7630,9228:  Farm Animals Set
7631,9229:  Police Station Set
7632,9241:  Wheels Set
7633,9310:  Dinosaurs Set
7634,9322:  Town Developers Set
7635,9324:  Micro Building Set
7636,9632:  Science and Technology Base Set
7637,9764:  FIRST LEGO League Challenge 2007 - Power Puzzle
7638,9797:  Mindstorms Education Base Set
7639,10178:  Motorised Walking AT-AT
7640,10179:  Ultimate Collector's Millennium Falcon
7641,10181:  Eiffel Tower 
7642,10182:  Cafe Corner
7643,10183:  Hobby Trains
7644,10190:  Market Street
7645,60030:  Rolling Storage Box - Red/Yellow
7646,60031:  Rolling Storage Box - Blue/Green
7647,60040:  Building Table
7648,66149:  Bonus Pack
7649,66175:  City Essential Vehicles Collection
7650,66177:  City Rescue Pack
7651,66187:  Bonus/Value Pack
7652,66188:  Bonus/Value Pack
7653,66189:  Creative Building
7654,66193:  City Medical Super Pack
7655,66194:  City Super Pack
7656,66195:  City Super Pack
7657,66198:  Bonus/Value Pack
7658,66201:  Bonus/Value Pack
7659,66202:  Bonus/Value Pack
7660,66208:  Mr. Magoriums big book
7661,66217:  Bonus/Value Pack
7662,66231:  Bonus/Value Pack
7663,66232:  Bonus/Value Pack
7664,66234:  Bonus/Value Pack
7665,66235:  Bonus/Value Pack
7666,66239:  City Trains Super Set
7667,66254:  Luke Skywalker™ Pilot Maquette
7668,66265:  Bonus/Value Pack
7669,66332:  Bonus/Value Pack
7670,850152:  Blue Brick Key Chain
7671,850154:  Red Brick Key Chain
7672,850355:  Stormtrooper
7673,850355:  Stormtrooper
7674,851197:  Classic Calculator
7675,851462:  Anakin
7676,851463:  Clone Trooper
7677,851464:  Chewbacca
7678,851501:  Egg Timer
7679,851502:  Ice Brick Tray - Yellow
7680,851524:  Egg Cup Set
7681,851537:  Firefighter Keychain
7682,851591:  Piraka Ball Shooter
7683,851617:  LEGOville Zoo Dinner Set
7684,851624:  City Police Cap
7685,851625:  Toy Police Badge
7686,851627:  Key Chain Name Kit
7687,851641:  City Memory Game
7688,851648:  Magnetic Notepad
7689,851652:  Corkscrew & Bottle Opener
7690,851680:  Santa Gift Wrap and Tags
7691,851686:  Batman Keyring
7692,851687:  Robin Key Chain
7693,851689:  Catwoman Minifigure Magnet Set
7694,851757:  Fire Extinguisher
7695,851814:  The Joker Keyring
7696,851815:  Catwoman Keyring
7697,851821:  Exo-Force Blaster
7698,851831:  Viking Helmet
7699,851836:  Exo-Force Magnet Set
7700,851838:  SpongeBob Key Chain
7701,851839:  Patrick Key Chain
7702,851841:  Gift Wrap Santa Mini-Figure & Tree
7703,851846:  Coaster Set
7704,851848:  Tic Tac Toe
7705,851853:  Mr. Krabs Key Chain
7706,851854:  SpongeBob Minifigure Magnet Set
7707,851855:  Classic LEGO Gift Wrap
7708,851868:  Princess Crown
7709,851873:  Picnic Tea Set
7710,851875:  Sword Takadox
7711,851876:  Takadox Mask
7712,851877:  Barraki Pump Action Water Gun
7713,851878:  Splashy Barraki Squid
7714,851893:  Exo-Force Rocket Launcher
7715,851894:  King's Sword
7716,851895:  King's Cape with Fur
7717,851896:  King's Crown
7718,851897:  Fire Department Drinking Bottle
7719,851898:  Fire Axe
7720,851899:  City Police Flashlight
7721,851901:  City Police Megaphone
7722,851902:  City Police Investigator Set
7723,851903:  LEGO Brick Backpack Blue
7724,851904:  Brick Wallet Blue
7725,851905:  LEGO Brick Sports Bag Blue
7726,851906:  Activity Planner
7727,851908:  Key Rack
7728,851910:  Classic Stripes Pink Stationery Set
7729,851911:  Classic Stripes Blue Stationery Set
7730,851915:  LEGO Brick Cake / Jelly Mould
7731,851917:  Storage Tray Unit
7732,851918:  LEGO Brick Lunch Bag Blue
7733,851931:  Pirate Cleaver
7734,851933:  Pirate Sword
7735,851935:  Splash Cannon Balls
7736,851936:  Treasure Chest Coin Bank
7737,851937:  Astromech Droid
7738,851938:  Princess Leia
7739,851939:  Star Wars Magnet Set
7740,851941:  Viking Cape
7741,851942:  Viking Armour
7742,851949:  King's Shield
7743,851950:  LEGO Brick Backpack Pink
7744,851951:  Classic Stripes Plastic Tumblers
7745,851954:  Aqua Raiders Stationery Set
7746,851955:  Aqua Raiders Water Blaster
7747,851958:  Secret Diary Plush
7748,851960:  Duplo Zoo Sticker Sheet
7749,851970:  Belville Stationery Set
7750,851973:  Belville Ice Cube Tray
7751,851974:  Bionicle Stationery Set
7752,851975:  Toa Mahri Dart Shooter
7753,851976:  Lenticular Bionicle Notebook
7754,851988:  Duplo Zoo Height Chart
7755,851994:  Manga Tutorial Set
7756,851999:  Hagrid Key Chain
7757,852000:  Hermione Key Chain
7758,852001:  Castle Chess Set
7759,852003:  Castle Skeleton Sword
7760,852004:  Castle Skeleton Shield
7761,852005:  Knight Hero Helmet
7762,852007:  Knight's Shield
7763,852008:  Knight Hero Armour
7764,852009:  Castle Minifigure Magnet Set
7765,852011:  LEGO City Stationery Set
7766,852012:  City Minifigure Magnet Set
7767,852015:  Construction Worker Vest
7768,852017:  Foldable Ruler
7769,852018:  Classic Stripes Towel
7770,852019:  Space Hero Air Blaster
7771,852020:  Space Hero Suit
7772,852021:  Squidward Key Chain
7773,852026:  DUPLO White Children's T-shirt
7774,852028:  DUPLO Beige Bucket Hat
7775,852037:  Exo-Force Navy Children's T-shirt
7776,852038:  Exo-Force Turquoise Children's T-shirt
7777,852043:  Grey Racers Cap
7778,852053:  Bionicle Barraki Children's T-shirt
7779,852054:  Bionicle Ehlek Children's T-shirt
7780,852064:  Classic Yellow Children's T-Shirt
7781,852066:  Classic Women's White Slimfit Polo
7782,852068:  Classic Men's White Polo
7783,852080:  Two-Face Key Chain
7784,852081:  The Penguin Key Chain
7785,852084:  Classic Stripes Melamine Plates
7786,852085:  Star Wars Magnet Set
7787,"852086:  Star Wars Magnet Set: Darth Maul, Anakin and Naboo Fighter Pilot"
7788,852088:  Castle Skeleton Armour
7789,852089:  Mr Freeze Minifigure Magnet Set
7790,852090:  Riddler Key Chain
7791,852091:  Harry Potter Key Chain
7792,852095:  Yellow Brick Key Chain
7793,852096:  Green Brick Key Chain
7794,852097:  Orange Brick Key Chain
7795,852098:  Black Brick Key Chain
7796,852099:  Lime Green Brick Key Chain
7797,852100:  White Brick Key Chain
7798,852113:  Millennium Falcon Bag Charm
7799,852114:  Y-wing Fighter Bag Charm
7800,852115:  Vader's TIE Fighter Bag Charm
7801,852116:  Santa Gift Bag
7802,852117:  LEGO City Gift Bag
7803,852119:  Santa Magnet Set
7804,852124:  Santa Stocking
7805,852129:  Emperor Palpatine
7806,852130:  Scarecrow Key Chain
7807,852131:  Mr. Freeze Key Chain
7808,852132:  Castle Tic Tac Toe
7809,852133:  Santa Holiday Cards
7810,2000410:  LSP Window 2
7811,4285303:  Bionicle Clock
7812,4297455:  Football
7813,4494715:  LEGO Corkscrew & Bottle Opener
7814,4498051:  Football Magnet Set
7815,4521221:  Gold Chrome Plated C-3PO
7816,4524081:  Mindstorms NXT CD
7817, Duck
7818, 75th Anniversary LEGO Duck on Wheels
7819, Classic Calculator
7820, Blackhole Stormtrooper Maquette (Gentle Giant)
7821, Darth Vader Maquette (Gentle Giant)
7822, Stormtrooper Maquette (Gentle Giant)
7823, Boba Fett Maquette (Gentle Giant)
7824, Luke Skywalker Pilot Maquette
7825, BIONICLE Heroes
7826, Forbidden LEGO
7827," The LEGO MINDSTORMS NXT Idea Book: Design, Invent, and Build"
7828, The Unofficial LEGO MINDSTORMS NXT Inventor's Guide
7829, Classic Picnic Set
7830, DUPLO Height Chart with Zoo Sticker Set
7831, Market Street
7832, Colour Sensor for Mindstorms NXT
7833, Accelerometer Sensor for Mindstorms NXT
7834, Infrared Seeker
7835, Gyroscopic Sensor
7836, Infrared Link Sensor
7837, LEGO Star Wars: The Complete Saga
7838, Darth Vader Connect & Build Pen
7839, Yoda Connect & Build Pen
7840, R2-D2 Connect & Build Pen
7841, Chewbacca Connect & Build Pen
7842, Bionicle Cartridge Pen
7843, Penguin
7844, Star Wars Celebration IV Exclusive
7845, LEGO Star Wars: The Complete Saga
7846, Classic Skate Sneaker – Brown
7847, Bionicle Mesh Sport Sneaker - Red
7848, Bionicle Piraka T-Shirt
7849, Star Wars Original Trilogy T-Shirt
7850, Star Wars Classic Battle T-Shirt
7851, Star Wars Lord Vader T-Shirt
7852, Star Wars Master Yoda T-Shirt
7853, Star Wars Kenobi vs. Vader T-Shirt
7854, Bionicle Barraki Kalmah T-Shirt
7855, Star Wars Classic Characters T-shirt
7856, Star Wars Beware of the Dark Side T-shirt
7857, R2-D2 Watch
7858, Darth Vader Watch
7859, Luke Skywalker Watch
7860, Clone Trooper Watch
7861, LEGO Star Wars: The Complete Saga
7862, LEGO Star Wars: The Complete Saga
7863,2008:  Heart
7864,2230:  In-flight Helicopter and Raft
7865,3830:  The Bikini Bottom Express
7866,3831:  Rocket Ride
7867,3832:  The Emergency Room
7868,4210:  Coast Guard Platform
7869,4837:  Mini Trains
7870,4838:  Mini Vehicles
7871,4862:  Ambush
7872,4863:  Sentry & Catapult
7873,4864:  Castle
7874,4897:  Police Trike
7875,4898:  Coast Guard Boat
7876,4900:  Fire Helicopter
7877,4993:  Cool Convertible
7878,4994:  Fierce Creatures
7879,4995:  Cargo Copter
7880,4996:  Beach House
7881,4997:  Transport Ferry
7882,4998:  Stegosaurus
7883,4999:  Vestas Wind Turbine
7884,5372:  Skeleton Chariot
7885,5373:  Knight & Catapult
7886,5380:  Large Brick Box - Green Plate Version
7887,5522:  Golden Anniversary Set
7888,5543:  Percy at the Sheds
7889,5544:  Thomas Starter Set
7890,5572:  LEGO DUPLO Build & Play
7891,5573:  LEGO Build & Play
7892,5574:  Basic Bricks
7893,5575:  Basic Bricks - Medium
7894,5576:  Basic Bricks - Medium
7895,5577:  Basic Bricks - Large
7896,5578:  Basic Bricks - Large
7897,5582:  Ultimate LEGO Town Building Set
7898,5583:  Fun with Wheels
7899,5584:  Fun with Wheels
7900,5585:  Pink Brick Box
7901,5593:  Circus
7902,5596:  Dino Birthday
7903,5597:  Dino Trap
7904,5598:  Dino Valley
7905,5601:  Fire Station
7906,5602:  Police Station
7907,5603:  Fire Chief
7908,5604:  Supermarket
7909,5605:  Tanker Truck
7910,5606:  My First Train
7911,5607:  Track Repair Train
7912,5608:  Train Starter Set
7913,5609:  Deluxe Train Set
7914,5610:  Builder
7915,5611:  Public Works
7916,5612:  Police Officer
7917,5613:  Firefighter
7918,5614:  The Good Wizard
7919,5615:  The Knight
7920,5616:  Mini Robot
7921,5617:  Alien Jet
7922,5618:  Troll Warrior
7923,5619:  Crystal Hawk
7924,5620:  Street Cleaner
7925,5621:  Coast Guard Kayak
7926,5625:  Police 4x4
7927,5626:  Coast Guard Bike
7928,5627:  Mini Dozer
7929,6117:  Doors and Windows
7930,6118:  Wheels and Tyres
7931,6119:  Roof Tiles
7932,6126:  Good Guy 2008
7933,6127:  Bad Guy 2008
7934,6128:  Function 2008
7935,6176:  Basic Bricks Deluxe
7936,6177:  Basic Bricks Deluxe
7937,6178:  MY LEGO Duplo Town
7938,6186:  Build Your Own Harbor
7939,6187:  Road Construction Set
7940,7037:  Tower Raid
7941,7038:  Troll Assault Wagon
7942,7040:  Dwarves' Mine Defender
7943,7041:  Troll Battle Wheel
7944,7048:  Troll Warship
7945,7235:  Police Motorcycle
7946,7236:  Police Car
7947,7245:  Prisoner Transport
7948,7583:  Playful Puppy
7949,7585:  Horse Stable
7950,7586:  Sunshine Home
7951,7587:  Horse Jumping
7952,7611:  Police Car
7953,7612:  Muscle Car
7954,7613:  Track Racer
7955,7620:  Indiana Jones Motorcycle Chase
7956,7621:  Indiana Jones and the Lost Tomb
7957,7622:  Race for the Stolen Treasure
7958,7623:  Temple Escape
7959,7624:  Jungle Duel
7960,7625:  River Chase
7961,7626:  Jungle Cutter
7962,7627:  Temple of the Crystal Skull
7963,7628:  Peril in Peru
7964,7644:  MX-81 Hypersonic Operations Aircraft
7965,7645:  MT-61 Crystal Reaper
7966,7646:  ETX Alien Infiltrator
7967,7647:  MX-41 Switch Fighter
7968,7648:  MT-21 Mobile Mining Unit
7969,7649:  MT-201 Ultra-Drill Walker
7970,7667:  Imperial Dropship
7971,7668:  Rebel Scout Speeder
7972,7669:  Anakin's Jedi Starfighter
7973,7670:  Hailfire Droid & Spider Droid
7974,7671:  AT-AP Walker
7975,7672:  Rogue Shadow
7976,7673:  Magna Guard Starfighter
7977,7674:  V-19 Torrent
7978,7675:  AT-TE Walker
7979,7676:  Republic Attack Gunship
7980,7678:  Droid Gunship
7981,7679:  Republic Fighter Tank
7982,7680:  The Twilight
7983,7681:  Separatist Spider Droid
7984,7723:  Police Pontoon Plane
7985,7724:  City Advent Calendar
7986,7726:  Coast Guard Truck with Speed Boat
7987,7728:  Jet Pack
7988,7729:  Alien Flyer
7989,7731:  Mail Van
7990,7732:  Air Mail
7991,7733:  Truck & Forklift
7992,7734:  Cargo Plane
7993,7736:  Coast Guard Quad Bike
7994,7737:  Coast Guard 4WD & Jet Scooter
7995,7738:  Coast Guard Helicopter & Life Raft
7996,7739:  Coast Guard Patrol Boat & Tower
7997,7741:  Police Helicopter
7998,7743:  Police Command Centre
7999,7744:  Police Headquarters
8000,7796:  House
8001,7797:  Bi-Plane
8002,7798:  Stegosaurus
8003,7799:  Cargo Copter
8004,7884:  Batman's Buggy: The Escape of Mr. Freeze
8005,7885:  Robin's Scuba Jet: Attack of The Penguin
8006,7886:  The Batcycle: Harley Quinn's Hammer Truck
8007,7888:  The Tumbler: Joker's Ice Cream Surprise
8008,7979:  Castle Advent Calendar
8009,8028:  TIE Fighter
8010,8029:  Mini Snowspeeder
8011,8031:  V-19 Torrent
8012,8111:  River Dragon
8013,8112:  Arachnoid Stalker
8014,8113:  Assault Tiger
8015,8114:  Chameleon Hunter
8016,8115:  Dark Panther
8017,8117:  Storm Lasher
8018,8118:  Hybrid Rescue Tank
8019,8148:  EZ-Roadster
8020,8149:  Midnight Streak
8021,8150:  ZX Turbo
8022,8151:  Adrift Sport
8023,8152:  Speed Chasing
8024,8153:  Ferrari F1 Truck
8025,8154:  Brick Street Customs
8026,8155:  Ferrari F1 Pit
8027,8156:  Ferrari FXX 1:17
8028,8157:  Ferrari F1 1:9
8029,8158:  Speed Racer & Snake Oiler
8030,8159:  Racer X & Taejo Togokhan
8031,8160:  Cruncher Block & Racer X
8032,8161:  Grand Prix Race
8033,8290:  Mini Forklift
8034,8291:  Dirt Bike
8035,8292:  Cherry Picker
8036,8293:  LEGO® Power Functions Motor Set
8037,8294:  Excavator
8038,8295:  Telescopic Handler
8039,8296:  Dune Buggy
8040,8297:  Off-Roader
8041,8490:  Desert Hopper
8042,8491:  Ram Rod
8043,8492:  Mud Hopper
8044,8493:  Red Ace
8045,8494:  Ring of Fire
8046,8495:  Crosstown Craze
8047,8496:  Desert Hammer
8048,8630:  Gold Hunt
8049,8631:  Jetpack Pursuit
8050,8632:  Swamp Raid
8051,8633:  Speedboat Rescue
8052,8634:  Turbocar Chase
8053,8635:  Mobile Command Center
8054,8636:  Deep Sea Quest
8055,8637:  Volcano Base
8056,8685:  Toa Kopaka
8057,8686:  Toa Lewa
8058,8687:  Toa Pohatu
8059,8688:  Toa Gali
8060,8689:  Toa Tahu
8061,8690:  Toa Onua
8062,8691:  Antroz
8063,8692:  Vamprah
8064,8693:  Chirox
8065,8694:  Krika
8066,8695:  Gorast
8067,8696:  Bitil
8068,8697:  Toa Ignika
8069,8698:  Vultraz
8070,8699:  Takanuva
8071,8881:  Battery Box
8072,8882:  XL-Motor
8073,8883:  M-Motor
8074,8884:  IR Receiver
8075,8885:  IR Remote Control
8076,8886:  Extension Cable (20cm)
8077,8941:  Rockoh T3
8078,8942:  Jetrax T6
8079,8942:  Jetrax T6
8080,8943:  Axalara T9
8081,8944:  Tanma
8082,8945:  Solek
8083,8946:  Photok
8084,8947:  Radiak
8085,8948:  Gavla
8086,8949:  Kirop
8087,8952:  Mutran and Vican
8088,8953:  Makuta Icarax
8089,8954:  Mazeka
8090,9076:  Tubes Experiment Set
8091,9206:  Tech Machines Set
8092,9215:  Dolls Family Set
8093,9530:  Letters Set
8094,9531:  Numbers and Mosaics Set
8095,9628:  Power Add-On Set
8096,9641:  Pneumatics Add-On Set
8097,9648:  Education Resource Set
8098,9656:  Early Simple Machines Set
8099,9699:  FIRST LEGO League Challenge 2008 - Climate Connections
8100,9799:  Vernier NXT Sensor Adaptor
8101,10184:  Town Plan
8102,10185:  Green Grocer
8103,10186:  General Grievous
8104,10187:  Volkswagen Beetle
8105,10188:  Death Star
8106,10189:  Taj Mahal
8107,10191:  Star Justice
8108,10192:  Space Skulls
8109,10200:  Custom Car Garage
8110,19710:  Sears Tower
8111,19720:  John Hancock Center
8112,20001:  LEGO Batbot
8113,20002:  4x4 Fire Truck
8114,20003:  BrickMaster - Creator
8115,20004:  BrickMaster - Indiana Jones
8116,20005:  BrickMaster - Bionicle
8117,20006:  Clone Turbo Tank
8118,21000:  Sears Tower
8119,21001:  John Hancock Center
8120,66174:  City Fire Value Pack
8121,66236:  Build & Play Value Pack
8122,66237:  Build & Play Value Pack
8123,66246:  City Police Super Pack
8124,66247:  Bonus/Value Pack
8125,66255:  City Emergency Services Value Pack
8126,66256:  Bonus/Value Pack
8127,66257:  City Police Super Pack 4-in-1
8128,66258:  Bonus/Value Pack
8129,66260:  Bonus/Value Pack
8130,66261:  Bonus/Value Pack
8131,66262:  Bonus/Value Pack
8132,66264:  Bonus/Value Pack
8133,66272:  Bonus/Value Pack
8134,66273:  Bonus/Value Pack
8135,66274:  Bonus/Value Pack
8136,66282:  Bonus/Value Pack
8137,66288:  Bonus/Value Pack
8138,66290:  Bonus/Value Pack
8139,66299:  Bonus/Value Pack
8140,66300:  Bonus/Value Pack
8141,66306:  City Super Pack 3 in 1
8142,66328:  City Super Pack 6 in 1
8143,66330:  City Super Pack 5 in 1
8144,66361:  Bonus/Value Pack
